Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
26,"Saturday, May 7 (2)",CHC,H,LAD,L,2,6,,9-17,4,9.0,Anderson,Norris,,3:05,N,31520,0.55,-4,,2022
27,"Sunday, May 8",CHC,H,LAD,L,1,7,,9-18,4,9.0,Buehler,Steele,,2:57,N,31424,0.5,-5,,2022
28,"Monday, May 9",CHC,A,SDP,W,6,0,,10-18,4,8.0,Hendricks,Gore,,2:59,N,41595,0.44,1,,2022
29,"Tuesday, May 10",CHC,A,SDP,L,4,5,,10-19,4,9.0,Wilson,Gsellman,Rogers,3:08,N,31047,0.53,-1,,2022
30,"Wednesday, May 11",CHC,A,SDP,W,7,5,,11-19,4,8.0,Givens,Garcia,Wick,3:26,D,29344,0.46,1,,2022
31,"Friday, May 13",CHC,A,ARI,L,3,4,,11-20,4,9.0,Davies,Smyly,Melancon,2:56,N,21765,0.52,-1,,2022
32,"Saturday, May 14",CHC,A,ARI,W,4,2,,12-20,4,8.0,Givens,Melancon,Wick,3:22,N,25169,0.5,1,,2022
33,"Sunday, May 15",CHC,A,ARI,W,3,2,,13-20,4,8.0,Effross,Kennedy,Wick,3:05,D,23309,0.58,2,,2022
34,"Monday, May 16",CHC,H,PIT,W,9,0,,14-20,4,8.0,Miley,Peters,,2:29,N,31119,0.59,3,,2022
35,"Tuesday, May 17",CHC,H,PIT,W,7,0,,15-20,3,7.0,Thompson,Brubaker,,2:38,N,30478,0.63,4,,2022
36,"Wednesday, May 18",CHC,H,PIT,L,2,3,,15-21,4,8.0,Keller,Smyly,Bednar,3:02,N,31631,0.67,-1,,2022
37,"Thursday, May 19",CHC,H,ARI,L,1,3,,15-22,4,8.5,Gallen,Stroman,Melancon,3:10,N,32631,0.6,-2,,2022
38,"Friday, May 20",CHC,H,ARI,L,6,10,,15-23,4,9.5,Castellanos,Hendricks,,3:06,D,31235,0.57,-3,,2022
39,"Saturday, May 21",CHC,H,ARI,L,6,7,10,15-24,4,10.5,Kennedy,Wick,Melancon,3:42,D,32269,0.46,-4,,2022
40,"Sunday, May 22",CHC,H,ARI,W,5,4,,16-24,3,9.5,Thompson,Kennedy,,2:43,D,32606,0.43,1,,2022
41,"Monday, May 23",CHC,A,CIN,W,7,4,,17-24,3,8.5,Smyly,Gutiérrez,Robertson,3:16,N,12029,0.46,2,,2022
42,"Tuesday, May 24",CHC,A,CIN,W,11,4,,18-24,3,8.5,Stroman,Mahle,Gsellman,3:12,N,14386,0.52,3,,2022
43,"Wednesday, May 25",CHC,A,CIN,L,3,4,,18-25,3,9.5,Castillo,Hendricks,Strickland,3:04,N,11417,0.56,-1,,2022
44,"Thursday, May 26",CHC,A,CIN,L,5,20,,18-26,4,10.5,Greene,Steele,,3:10,D,13578,0.51,-2,,2022
45,"Saturday, May 28",CHC,A,CHW,W,5,1,,19-26,3,9.0,Thompson,Cueto,,3:03,N,37820,0.46,1,,2022
46,"Sunday, May 29",CHC,A,CHW,L-wo,4,5,12,19-27,3,10.0,Foster,Gsellman,,3:54,D,38080,0.48,-1,,2022
47,"Monday, May 30 (1)",CHC,H,MIL,L,6,7,,19-28,4,12.0,Sanchez,Norris,Hader,3:17,D,39305,0.54,-2,,2022
48,"Monday, May 30 (2)",CHC,H,MIL,L,1,3,,19-29,4,12.0,Ashby,Espinoza,Hader,2:52,N,28620,0.46,-3,,2022
49,"Tuesday, May 31",CHC,H,MIL,W,8,7,,20-29,4,11.0,Givens,Boxberger,Robertson,3:33,N,30596,0.38,1,,2022
50,"Wednesday, Jun 1",CHC,H,MIL,W-wo,4,3,10,21-29,4,10.0,Leiter,Milner,,3:03,N,33398,0.4,2,,2022
51,"Thursday, Jun 2",CHC,H,STL,W,7,5,,22-29,4,10.0,Thompson,Liberatore,,3:04,N,30466,0.46,3,,2022
52,"Friday, Jun 3",CHC,H,STL,L,5,14,,22-30,4,10.0,Mikolas,Stroman,Thompson,3:14,D,32482,0.51,-1,,2022
53,"Saturday, Jun 4 (1)",CHC,H,STL,W,6,1,,23-30,4,9.5,Swarmer,Oviedo,,3:05,D,32792,0.47,1,,2022
54,"Saturday, Jun 4 (2)",CHC,H,STL,L,4,7,10,23-31,4,9.5,Gallegos,Rucker,,4:11,N,31673,0.51,-1,,2022
55,"Sunday, Jun 5",CHC,H,STL,L,3,5,11,23-32,4,9.5,Cabrera,Norris,,3:44,N,31424,0.46,-2,,2022
56,"Tuesday, Jun 7",CHC,A,BAL,L,3,9,,23-33,4,9.5,Baker,Thompson,,2:53,N,11509,0.35,-3,,2022
57,"Friday, Jun 10",CHC,A,NYY,L-wo,1,2,13,23-34,4,9.0,Marinaccio,Mills,,4:16,N,43446,0.3,-4,,2022
58,"Saturday, Jun 11",CHC,A,NYY,L,0,8,,23-35,4,10.0,Montgomery,Swarmer,,2:48,N,38043,0.26,-5,,2022
59,"Sunday, Jun 12",CHC,A,NYY,L,4,18,,23-36,4,10.0,Taillon,Thompson,Banuelos,3:23,D,39114,0.24,-6,,2022
60,"Monday, Jun 13",CHC,H,SDP,L,1,4,,23-37,4,11.0,Darvish,Wick,Rogers,2:45,N,31629,0.23,-7,,2022
61,"Tuesday, Jun 14",CHC,H,SDP,L,5,12,,23-38,4,12.5,Tyler,Effross,,3:13,N,29233,0.16,-8,,2022
62,"Wednesday, Jun 15",CHC,H,SDP,L,5,19,,23-39,4,12.5,Stammen,Kilian,,3:46,N,31570,0.13,-9,,2022
63,"Thursday, Jun 16",CHC,H,SDP,L,4,6,,23-40,4,13.0,Musgrove,Swarmer,Rogers,3:03,D,30096,0.1,-10,,2022
64,"Friday, Jun 17",CHC,H,ATL,W,1,0,,24-40,4,12.0,Martin,Minter,Robertson,2:40,D,35676,0.09,1,,2022
65,"Saturday, Jun 18",CHC,H,ATL,W,6,3,,25-40,4,12.0,Steele,Wright,,2:55,D,40755,0.1,2,,2022
66,"Sunday, Jun 19",CHC,H,ATL,L,0,6,,25-41,4,12.0,Anderson,Hendricks,,2:41,D,40369,0.1,-1,,2022
67,"Monday, Jun 20",CHC,A,PIT,L,1,12,,25-42,4,13.0,Brubaker,Kilian,,3:17,N,11312,0.09,-2,,2022
68,"Tuesday, Jun 21",CHC,A,PIT,L,1,7,,25-43,4,13.0,Contreras,Swarmer,,2:44,N,11254,0.07,-3,,2022
69,"Wednesday, Jun 22",CHC,A,PIT,W,14,5,,26-43,4,13.0,Thompson,Eickhoff,,3:07,N,14083,0.05,1,,2022
70,"Thursday, Jun 23",CHC,A,PIT,L-wo,7,8,10,26-44,4,13.0,Stratton,Effross,,3:27,D,14529,0.09,-1,,2022
71,"Friday, Jun 24",CHC,A,STL,W,3,0,,27-44,4,12.0,Hendricks,Pallante,Robertson,2:43,N,46524,0.08,1,,2022
72,"Saturday, Jun 25",CHC,A,STL,L,3,5,,27-45,4,13.0,Helsley,Leiter,,3:22,D,45159,0.1,-1,,2022
73,"Sunday, Jun 26",CHC,A,STL,W,6,5,10,28-45,4,13.0,Robertson,Thompson,,3:50,D,44824,0.07,1,,2022
74,"Tuesday, Jun 28",CHC,H,CIN,L,3,5,,28-46,4,14.0,Castillo,Thompson,Strickland,3:24,N,32732,0.07,-1,,2022
75,"Wednesday, Jun 29",CHC,H,CIN,W,8,3,,29-46,4,14.0,Steele,Greene,,3:22,N,28987,0.05,1,,2022
76,"Thursday, Jun 30",CHC,H,CIN,W,15,7,,30-46,4,13.0,Hendricks,Ashcraft,,3:14,N,32318,0.06,2,,2022
77,"Friday, Jul 1",CHC,H,BOS,W,6,5,,31-46,3,13.0,Hughes,Robles,Robertson,3:31,D,34931,0.08,3,,2022
78,"Saturday, Jul 2",CHC,H,BOS,W,3,1,,32-46,3,12.0,Leiter,Winckowski,Robertson,2:48,N,40298,0.08,4,,2022
79,"Sunday, Jul 3",CHC,H,BOS,L,2,4,11,32-47,3,13.0,Diekman,Wick,,4:25,D,40185,0.11,-1,,2022
80,"Monday, Jul 4",CHC,A,MIL,L-wo,2,5,10,32-48,4,14.0,Boxberger,Effross,,3:29,D,41981,0.11,-2,,2022
81,"Tuesday, Jul 5",CHC,A,MIL,W,8,3,,33-48,4,13.0,Swarmer,Alexander,,3:03,N,30561,0.08,1,,2022
82,"Wednesday, Jul 6",CHC,A,MIL,W,2,1,,34-48,3,12.0,Givens,Hader,Robertson,3:13,D,32696,0.11,2,,2022
83,"Thursday, Jul 7",CHC,A,LAD,L,3,5,,34-49,3,12.5,Gonsolin,Leiter,Vesia,2:55,N,52072,0.09,-1,,2022
84,"Friday, Jul 8",CHC,A,LAD,L-wo,3,4,10,34-50,3,13.5,Phillips,Wick,,3:01,N,44158,0.09,-2,,2022
85,"Saturday, Jul 9",CHC,A,LAD,L,2,4,,34-51,4,13.5,Kershaw,Wick,Kimbrel,2:41,N,45198,0.06,-3,,2022
86,"Sunday, Jul 10",CHC,A,LAD,L,9,11,,34-52,4,13.5,Bickford,Leiter,Graterol,3:59,D,41824,0.05,-4,,2022
87,"Tuesday, Jul 12",CHC,H,BAL,L,2,4,,34-53,4,14.5,Lyles,Sampson,Lopez,2:54,N,31079,0.04,-5,,2022
88,"Wednesday, Jul 13",CHC,H,BAL,L,1,7,,34-54,4,14.5,Watkins,Steele,,3:11,N,29529,0.03,-6,,2022
89,"Thursday, Jul 14",CHC,H,NYM,L,0,8,,34-55,4,15.5,Carrasco,Thompson,Williams,3:01,N,34051,0.02,-7,,2022
90,"Saturday, Jul 16 (1)",CHC,H,NYM,L,1,2,11,34-56,4,15.5,Ottavino,Givens,Díaz,3:46,D,39219,0.02,-8,,2022
91,"Saturday, Jul 16 (2)",CHC,H,NYM,L,3,4,10,34-57,4,15.5,López,Givens,,3:33,N,34366,0.01,-9,,2022
92,"Sunday, Jul 17",CHC,H,NYM,W,3,2,,35-57,4,14.5,Wick,Smith,Robertson,3:09,D,34424,0.01,1,,2022
93,"Friday, Jul 22",CHC,A,PHI,W,15,2,,36-57,4,14.5,Steele,Gibson,,3:28,N,27775,0.01,2,,2022
94,"Saturday, Jul 23",CHC,A,PHI,W,6,2,10,37-57,4,14.5,Robertson,Alvarado,,3:36,N,38542,0.01,3,,2022
95,"Sunday, Jul 24",CHC,A,PHI,W,4,3,,38-57,4,14.5,Smyly,Falter,Robertson,2:50,D,29079,0.02,4,,2022
96,"Monday, Jul 25",CHC,H,PIT,W,3,2,,39-57,4,13.5,Givens,De Los Santos,Effross,2:52,N,37342,0.02,5,,2022
97,"Tuesday, Jul 26",CHC,H,PIT,W,4,2,,40-57,3,13.5,Thompson,Wilson,Givens,2:30,D,30978,0.03,6,,2022
98,"Thursday, Jul 28",CHC,A,SFG,L,2,4,,40-58,3,14.5,Wood,Steele,Doval,3:00,N,32259,0.04,-1,,2022
99,"Friday, Jul 29",CHC,A,SFG,W,4,2,,41-58,3,14.5,Stroman,Cobb,,3:17,N,30376,0.03,1,,2022
100,"Saturday, Jul 30",CHC,A,SFG,L,4,5,,41-59,3,15.5,Rogers,Smyly,Leone,3:06,N,40971,0.03,-1,,2022
101,"Sunday, Jul 31",CHC,A,SFG,L,0,4,,41-60,3,15.5,Rodon,Sampson,,2:58,D,33622,0.02,-2,,2022
102,"Tuesday, Aug 2",CHC,A,STL,L,0,6,,41-61,4,15.5,Wainwright,Thompson,,2:37,N,44344,0.01,-3,,2022
103,"Thursday, Aug 4 (1)",CHC,A,STL,L-wo,3,4,,41-62,5,15.5,Helsley,Uelmen,,2:51,D,41734,0.01,-4,,2022
104,"Thursday, Aug 4 (2)",CHC,A,STL,L,2,7,,41-63,5,15.5,Hicks,Castro,,3:08,N,44669,0.01,-5,,2022
105,"Friday, Aug 5",CHC,H,MIA,W,2,1,,42-63,4,15.5,Wick,Floro,,3:20,D,35689,0,1,,2022
106,"Saturday, Aug 6",CHC,H,MIA,W,4,0,,43-63,3,15.5,Smyly,Lopez,,2:46,D,36787,0,2,,2022
107,"Sunday, Aug 7",CHC,H,MIA,L,0,3,,43-64,5,16.5,Luzardo,Sampson,Scott,2:36,D,30177,0.01,-1,,2022
108,"Monday, Aug 8",CHC,H,WSN,W,6,3,,44-64,3,16.0,Thompson,Sanchez,Wick,2:48,N,30904,0,1,,2022
109,"Tuesday, Aug 9",CHC,H,WSN,L,5,6,,44-65,3,16.0,Finnegan,Leiter,Edwards,3:17,N,37193,0.01,-1,,2022
110,"Wednesday, Aug 10",CHC,H,WSN,W,4,2,,45-65,3,16.0,Rucker,Cishek,Wick,2:45,D,29019,0,1,,2022
111,"Thursday, Aug 11",CHC,A,CIN,W,4,2,,46-65,3,15.0,Smyly,Lodolo,Wick,3:21,N,7823,0,2,,2022
112,"Saturday, Aug 13",CHC,A,CIN,W,7,2,,47-65,3,14.5,Newcomb,Ashcraft,,3:20,N,33301,0,3,,2022
113,"Sunday, Aug 14",CHC,A,CIN,L,5,8,,47-66,3,15.5,Kuhnel,Espinoza,Diaz,3:29,D,23959,0.01,-1,,2022
114,"Monday, Aug 15",CHC,A,WSN,L,4,5,,47-67,3,16.0,Edwards,Hughes,Finnegan,2:59,N,25467,0,-2,,2022
115,"Tuesday, Aug 16",CHC,A,WSN,W,7,5,11,48-67,3,16.0,Hughes,Arano,Leiter,3:47,N,26362,0,1,,2022
116,"Wednesday, Aug 17",CHC,A,WSN,W,3,2,,49-67,3,16.0,Uelmen,McGee,Wick,2:56,D,28302,0,2,,2022
117,"Thursday, Aug 18",CHC,A,BAL,W,3,2,,50-67,3,16.0,Sampson,Watkins,Hughes,3:03,D,19454,0,3,,2022
118,"Friday, Aug 19",CHC,H,MIL,W,8,7,,51-67,3,16.0,Rucker,Milner,Hughes,2:54,D,39962,0.01,4,,2022
119,"Saturday, Aug 20",CHC,H,MIL,W-wo,6,5,11,52-67,3,16.0,Uelmen,Strzelecki,,3:51,D,35994,0.01,5,,2022
120,"Sunday, Aug 21",CHC,H,MIL,L,2,5,,52-68,3,17.0,Suter,Wick,Rogers,3:04,D,34525,0.01,-1,,2022
121,"Monday, Aug 22",CHC,H,STL,L,0,1,,52-69,3,18.0,Montgomery,Smyly,,2:16,N,29719,0.01,-2,,2022
122,"Tuesday, Aug 23 (1)",CHC,H,STL,W,2,0,,53-69,3,18.0,Rucker,Wainwright,Hughes,3:09,D,27273,0,1,,2022
123,"Tuesday, Aug 23 (2)",CHC,H,STL,L,3,13,,53-70,3,18.0,Woodford,Sampson,,3:15,N,28163,0,-1,,2022
124,"Wednesday, Aug 24",CHC,H,STL,W,7,1,,54-70,3,17.0,Wick,Mikolas,,2:46,N,32012,0,1,,2022
125,"Thursday, Aug 25",CHC,H,STL,L,3,8,,54-71,3,18.0,Hudson,Stroman,,2:52,D,28803,0,-1,,2022
126,"Friday, Aug 26",CHC,A,MIL,W,4,3,10,55-71,3,17.0,Newcomb,Williams,Rodríguez,3:16,N,33549,0,1,,2022
127,"Saturday, Aug 27",CHC,A,MIL,L,0,7,,55-72,3,18.0,Rogers,Wick,,3:04,N,40901,0,-1,,2022
128,"Sunday, Aug 28",CHC,A,MIL,L,7,9,,55-73,3,19.0,Lauer,Newcomb,Williams,3:24,D,39035,0,-2,,2022
129,"Monday, Aug 29",CHC,A,TOR,L-wo,4,5,11,55-74,3,20.0,Garcia,Leiter,,3:43,N,26473,0,-3,,2022
130,"Tuesday, Aug 30",CHC,A,TOR,L,3,5,,55-75,3,20.0,Gausman,Little,Romano,3:03,N,33759,0,-4,,2022
131,"Wednesday, Aug 31",CHC,A,TOR,W,7,5,,56-75,3,20.0,Rodríguez,White,Wick,3:07,N,28572,0,1,,2022
132,"Friday, Sep 2",CHC,A,STL,L,0,8,,56-76,3,21.0,Montgomery,Sampson,,3:06,N,44491,0,-1,,2022
133,"Saturday, Sep 3",CHC,A,STL,L,4,8,,56-77,3,22.0,Wainwright,Smyly,,3:02,N,47816,0,-2,,2022
134,"Sunday, Sep 4",CHC,A,STL,L,0,2,,56-78,3,23.0,Mikolas,Hughes,Helsley,2:22,D,46642,0,-3,,2022
135,"Tuesday, Sep 6",CHC,H,CIN,W,9,3,,57-78,3,22.5,Wesneski,Gibaut,,3:08,N,27600,0,1,,2022
136,"Wednesday, Sep 7",CHC,H,CIN,L,1,7,,57-79,3,23.5,Minor,Assad,,2:54,N,27945,0,-1,,2022
137,"Thursday, Sep 8",CHC,H,CIN,L,3,4,,57-80,3,23.5,Diaz,Leiter,Gibaut,3:14,D,23910,0,-2,,2022
138,"Friday, Sep 9",CHC,H,SFG,W,4,2,,58-80,3,22.5,Smyly,Rodon,Hughes,2:52,D,31309,0,1,,2022
139,"Saturday, Sep 10",CHC,H,SFG,L,2,5,,58-81,3,23.5,Webb,Stroman,Doval,2:43,D,40086,0,-1,,2022
140,"Sunday, Sep 11",CHC,H,SFG,L,2,4,,58-82,3,24.5,Littell,Wesneski,Doval,3:21,N,30004,0,-2,,2022
141,"Monday, Sep 12",CHC,A,NYM,W,5,2,,59-82,3,24.0,Assad,Bassitt,Hughes,3:09,N,28081,0,1,,2022
142,"Tuesday, Sep 13",CHC,A,NYM,W,4,1,,60-82,3,23.0,Sampson,deGrom,,2:55,N,26435,0,2,,2022
143,"Wednesday, Sep 14",CHC,A,NYM,W,6,3,,61-82,3,23.0,Smyly,Peterson,Leiter,3:14,N,28522,0,3,,2022
144,"Friday, Sep 16",CHC,H,COL,W,2,1,,62-82,3,22.5,Stroman,Marquez,Rodríguez,2:10,D,31775,0,4,,2022
145,"Saturday, Sep 17",CHC,H,COL,L,1,3,,62-83,3,24.0,Estevez,Alzolay,Bard,2:48,D,34530,0,-1,,2022
146,"Sunday, Sep 18",CHC,H,COL,L,3,4,,62-84,3,24.0,Feltner,Assad,Bard,3:07,D,35627,0,-2,,2022
147,"Monday, Sep 19",CHC,A,MIA,L,3,10,,62-85,3,24.5,Cabrera,Miley,,2:57,N,8315,0,-3,,2022
148,"Tuesday, Sep 20",CHC,A,MIA,W,2,1,,63-85,3,23.5,Alzolay,Okert,Hughes,2:48,N,7972,0,1,,2022
149,"Wednesday, Sep 21",CHC,A,MIA,W,4,3,,64-85,3,22.5,Thompson,Okert,,2:47,N,8753,0,2,,2022
150,"Thursday, Sep 22",CHC,A,PIT,W,3,2,,65-85,3,22.5,Wesneski,Keller,Leiter,3:04,N,9166,0,3,,2022
151,"Friday, Sep 23",CHC,A,PIT,W,6,5,,66-85,3,22.5,Rodríguez,Ramirez,Uelmen,3:33,N,11987,0,4,,2022
152,"Saturday, Sep 24",CHC,A,PIT,L,0,6,,66-86,3,22.5,Oviedo,Miley,,2:26,N,17273,0,-1,,2022
153,"Sunday, Sep 25",CHC,A,PIT,W,8,3,,67-86,3,21.5,Sampson,Ortiz,Hughes,3:08,D,16192,0,1,,2022
154,"Tuesday, Sep 27",CHC,H,PHI,W,2,1,,68-86,3,21.5,Stroman,Brogdon,Rodríguez,2:15,N,32069,0,2,,2022
155,"Wednesday, Sep 28",CHC,H,PHI,W,4,2,,69-86,3,20.5,Wesneski,Nola,Rodríguez,2:59,N,29368,0,3,,2022
156,"Thursday, Sep 29",CHC,H,PHI,W,2,0,,70-86,3,20.0,Assad,Suarez,Thompson,2:55,D,23425,0,4,,2022
157,"Friday, Sep 30",CHC,H,CIN,W,6,1,,71-86,3,20.0,Sampson,Ashcraft,,2:29,D,24297,0,5,,2022
158,"Saturday, Oct 1",CHC,H,CIN,W,2,1,,72-86,3,20.0,Miley,Law,Hughes,2:32,D,31256,0,6,,2022
159,"Sunday, Oct 2",CHC,H,CIN,W,8,1,,73-86,3,19.0,Stroman,Anderson,,2:53,D,30029,0,7,,2022
160,"Monday, Oct 3",CHC,A,CIN,L,1,3,,73-87,3,19.0,Greene,Wesneski,Diaz,2:31,N,11291,0,-1,,2022
1,"Thursday, Apr 7",ATL,H,CIN,L,3,6,,0-1,4,1.0,Mahle,Fried,Santillan,3:01,N,40545,0.95,-1,,2022
2,"Friday, Apr 8",ATL,H,CIN,W,7,6,,1-1,3,1.0,Morton,Sanmartin,,3:07,N,40234,0.89,1,,2022
3,"Saturday, Apr 9",ATL,H,CIN,W,2,1,,2-1,3,1.0,Wright,Gutiérrez,Smith,2:50,N,40310,0.95,2,,2022
4,"Sunday, Apr 10",ATL,H,CIN,L,3,6,,2-2,3,1.0,Greene,Anderson,Warren,3:14,D,38233,0.98,-1,,2022
5,"Monday, Apr 11",ATL,H,WSN,L,2,11,,2-3,3,1.5,Rogers,Ynoa,,3:33,N,42263,0.98,-2,,2022
6,"Tuesday, Apr 12",ATL,H,WSN,W,16,4,,3-3,3,1.0,Elder,Corbin,Stephens,3:37,N,31462,0.96,1,,2022
7,"Wednesday, Apr 13",ATL,H,WSN,L,1,3,,3-4,3,2.0,Gray,Fried,Rainey,2:57,D,31959,0.98,-1,,2022
8,"Thursday, Apr 14",ATL,A,SDP,L,1,12,,3-5,3,2.5,Musgrove,Morton,,3:07,N,44844,0.91,-2,,2022
9,"Friday, Apr 15",ATL,A,SDP,W,5,2,,4-5,2,2.5,O'Day,Johnson,Jansen,3:22,N,41993,0.89,1,,2022
10,"Saturday, Apr 16",ATL,A,SDP,W,5,2,,5-5,2,1.5,Anderson,Martinez,Jansen,2:57,D,36924,0.93,2,,2022
11,"Sunday, Apr 17",ATL,A,SDP,L,1,2,,5-6,2,2.5,Darvish,Elder,Rogers,2:54,D,37694,0.96,-1,,2022
12,"Monday, Apr 18",ATL,A,LAD,L,4,7,,5-7,3,3.0,Kershaw,Ynoa,Kimbrel,3:14,N,52052,0.92,-2,,2022
13,"Tuesday, Apr 19",ATL,A,LAD,W,3,1,,6-7,2,3.5,Fried,Buehler,Jansen,2:49,N,51889,0.84,1,,2022
14,"Wednesday, Apr 20",ATL,A,LAD,L,1,5,,6-8,2,3.5,Gonsolin,Morton,,2:43,D,38888,0.92,-1,,2022
15,"Friday, Apr 22",ATL,H,MIA,W,3,0,,7-8,2,4.0,Wright,Rogers,Jansen,3:04,N,40402,0.95,1,,2022
16,"Saturday, Apr 23",ATL,H,MIA,L,7,9,,7-9,2,4.0,Okert,Strider,Scott,3:44,N,41931,0.93,-1,,2022
17,"Sunday, Apr 24",ATL,H,MIA,L,4,5,,7-10,3,5.0,Luzardo,Elder,Head,3:42,D,38440,0.9,-2,,2022
18,"Tuesday, Apr 26",ATL,H,CHC,W,3,1,,8-10,3,5.5,Fried,Stroman,Jansen,2:31,N,31990,0.78,1,,2022
19,"Wednesday, Apr 27",ATL,H,CHC,L,3,6,10,8-11,4,5.5,Robertson,Matzek,Wick,4:04,N,30362,0.82,-1,,2022
20,"Thursday, Apr 28",ATL,H,CHC,W,5,1,,9-11,4,5.0,Wright,Smyly,,2:49,N,34183,0.78,1,,2022
21,"Friday, Apr 29",ATL,A,TEX,W,6,3,,10-11,3,5.0,Anderson,Richards,Jansen,3:23,N,25829,0.78,2,,2022
22,"Saturday, Apr 30",ATL,A,TEX,L,1,3,,10-12,4,5.0,Dunning,Elder,Barlow,2:16,N,36097,0.8,-1,,2022
23,"Sunday, May 1",ATL,A,TEX,L,3,7,,10-13,4,6.0,Hearn,Muller,,3:00,D,38316,0.76,-2,,2022
24,"Monday, May 2",ATL,A,NYM,W,5,2,,11-13,4,5.0,Fried,Bassitt,Jansen,3:18,N,23413,0.84,1,,2022
25,"Tuesday, May 3 (1)",ATL,A,NYM,L,4,5,,11-14,4,7.0,Peterson,Morton,Díaz,2:49,D,NA,0.9,-1,,2022
26,"Tuesday, May 3 (2)",ATL,A,NYM,L,0,3,,11-15,4,7.0,Carrasco,Wright,Lugo,2:18,D,27206,0.85,-2,,2022
27,"Wednesday, May 4",ATL,A,NYM,W,9,2,,12-15,3,6.0,Anderson,Megill,,3:28,D,23973,0.79,1,,2022
28,"Friday, May 6",ATL,H,MIL,L,3,6,,12-16,3,7.0,Lauer,McHugh,Hader,3:15,N,36307,0.82,-1,,2022
29,"Saturday, May 7",ATL,H,MIL,W,3,2,,13-16,3,6.5,Fried,Burnes,Jansen,2:57,N,37857,0.73,1,,2022
30,"Sunday, May 8",ATL,H,MIL,W,9,2,,14-16,2,6.0,Morton,Ashby,,2:52,D,36551,0.8,2,,2022
31,"Tuesday, May 10",ATL,H,BOS,L,4,9,,14-17,2,7.0,Danish,Wright,Schreiber,3:47,N,38378,0.8,-1,,2022
32,"Wednesday, May 11",ATL,H,BOS,W-wo,5,3,,15-17,2,6.0,Jansen,Brasier,,3:11,N,37200,0.74,1,,2022
33,"Friday, May 13",ATL,H,SDP,L,6,11,,15-18,3,6.5,Garcia,Smith,Rogers,3:42,N,40635,0.84,-1,,2022
34,"Saturday, May 14",ATL,H,SDP,W,6,5,,16-18,3,6.5,Jansen,Wilson,,2:55,D,40490,0.77,1,,2022
35,"Sunday, May 15",ATL,H,SDP,L,3,7,11,16-19,3,6.5,Crismatt,Stephens,,3:33,D,40114,0.85,-1,,2022
36,"Monday, May 16",ATL,A,MIL,L,0,1,,16-20,4,7.0,Peralta,Anderson,Hader,2:31,N,25880,0.82,-2,,2022
37,"Tuesday, May 17",ATL,A,MIL,W,3,0,,17-20,4,6.5,Davidson,Houser,Jansen,3:14,N,28910,0.74,1,,2022
38,"Wednesday, May 18",ATL,A,MIL,L-wo,6,7,11,17-21,4,7.5,Kelley,Chavez,,4:03,D,27014,0.81,-1,,2022
39,"Friday, May 20",ATL,A,MIA,W,5,3,,18-21,2,7.5,Morton,Rogers,Smith,3:32,N,9776,0.74,1,,2022
40,"Saturday, May 21",ATL,A,MIA,W,4,3,,19-21,2,7.0,Wright,Hernandez,Jansen,3:28,N,13264,0.81,2,,2022
41,"Sunday, May 22",ATL,A,MIA,L,3,4,,19-22,2,8.0,Alcantara,Anderson,,2:42,D,17908,0.83,-1,,2022
42,"Monday, May 23",ATL,H,PHI,L,3,7,,19-23,3,9.0,Wheeler,Davidson,,3:37,N,41762,0.75,-2,,2022
43,"Tuesday, May 24",ATL,H,PHI,W-wo,6,5,,20-23,2,8.0,Jansen,Nelson,,3:58,N,32274,0.68,1,,2022
44,"Wednesday, May 25",ATL,H,PHI,W,8,4,,21-23,2,7.0,Strider,Suarez,,3:30,N,29339,0.79,2,,2022
45,"Thursday, May 26",ATL,H,PHI,L,1,4,,21-24,2,7.5,Nola,Wright,,2:43,N,33188,0.82,-1,,2022
46,"Friday, May 27",ATL,H,MIA,W,6,4,,22-24,2,7.5,Stephens,Bass,Jansen,3:02,N,40064,0.76,1,,2022
47,"Saturday, May 28",ATL,H,MIA,L,1,4,,22-25,2,8.5,Alcantara,Davidson,Sulser,2:48,D,40682,0.81,-1,,2022
48,"Sunday, May 29",ATL,H,MIA,W,6,3,,23-25,2,8.5,Fried,Hernandez,Jansen,3:09,D,39669,0.74,1,,2022
49,"Monday, May 30",ATL,A,ARI,L,2,6,,23-26,2,9.5,Gallen,Strider,,2:53,N,20735,0.77,-1,,2022
50,"Tuesday, May 31",ATL,A,ARI,L-wo,7,8,10,23-27,2,10.5,Melancon,Stephens,,3:35,N,12686,0.74,-2,,2022
51,"Wednesday, Jun 1",ATL,A,ARI,W,6,0,,24-27,2,10.5,Wright,Bumgarner,,2:59,D,12370,0.63,1,,2022
52,"Thursday, Jun 2",ATL,A,COL,W,13,6,,25-27,2,9.5,Anderson,Gomber,,2:58,N,26594,0.7,2,,2022
53,"Friday, Jun 3",ATL,A,COL,W,3,1,10,26-27,2,8.5,Minter,Estevez,Jansen,3:32,N,37336,0.76,3,,2022
54,"Saturday, Jun 4",ATL,A,COL,W,6,2,11,27-27,2,8.5,Minter,Chacin,,3:34,N,41054,0.83,4,,2022
55,"Sunday, Jun 5",ATL,A,COL,W,8,7,,28-27,2,8.5,Morton,Feltner,Jansen,3:33,D,39409,0.89,5,,2022
